Summary,Safety Issues,Location,Title,Date Occurred,Decision Events,Skill Based Events,Perception Events,Routine Violation,Physical Environment,Technical Environment,Space Environment,Communications,Self Imposed Stress,Awareness Cognitive Factors,Adverse Psychological,Adverse Physiological,Medical / Mental,Individual Perception,Inadequate Supervision,Failure to Correct a Known Problem,Planned Inappropriate Operations,Supervisory Violations,Organizational Culture / Climate,Organizational Processes,Resource Management
"At approximately 0130 on 23 July 2012, the 9.92m fishing vessel Betty G capsized while beam trawling. All three crew were rescued approximately 10 hours later.","the vessel capsized as a result of the load in the starboard trawl net releasing suddenly
no distress message was transmitted and no alarm was raised, even though the vessel was fitted with an EPIRB and MOB Guardian","Lyme Bay, England",Capsize of multipurpose fishing vessel Betty G while beam trawling,23 July 2012,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"On May 12, 2018, the fishing vessel Polaris and the tanker Tofteviken collided about 30 miles south of Montauk, Long Island, New York, during daylight and good visibility. There were no reports of pollution or injuries. Both vessels sustained hull damage amounting to $716,047.",The probable cause of the collision between the fishing vessel Polaris and the tanker Tofteviken was the failure to maintain a proper lookout by the mate on the fishing vessel and the failure to identify the risk of collision by the third mate on the tanker.,"Long Island, NY",Collision between Fishing Vessel Polaris and Tanker Tofteviken,5/12/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"At 1030, on 21 March 2004, Dart 8, a Bermudan registered roll on/roll off cargo vessel, was making fast at her usual berth on the River Thames when a mooring line parted, sprang back and seriously injured the vessel’s bosun. The wind had been blowing off the berth at a speed of about 25 knots, with occasional stronger gusts. The vessel had been stemming a strong flood tide.","Detailed analysis of the rope has shown that the estimated residual minimum breaking load, prior to it parting, had reduced from 770kN to 94.2kN, less than half that required to render the winch. Visual inspection of the rope indicated severe deterioration, caused by abrasion, over a length of about 6 metres in the vicinity of where it passed around a roller fairlead. The ad hoc inspections of mooring ropes which had been carried out, had not identified the abrasion, and the consequent dangerous condition of the rope that failed.","Berthing at Europort Terminal, River Thames, England",Parting of mooring line on ro-ro cargo vessel Dart 8 with 1 person injured,21 March 2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Constant Faith capsized and foundered at 0546 on 30 June 2001 about 100 miles north-north-east of Peterhead. A Coastguard helicopter carrying two salvage pumps flew out to the vessel, but Constant Faith was in a dangerous condition and the crew felt it was unwise to remain on board. They were evacuated to Conquest. Constant Faith sank 3 hours later.","the seacock was opened because it was blocked by a black plastic bag
the linkage which operated the seacock fell off because the grub screw in the lever was either loose or missing
if a portable salvage pump had been carried on Constant Faith, it would probably have saved the vessel","Approximately 100 miles north-north-east of Peterhead, Scotland",Flooding and sinking of pair trawler Constant Faith,30 June 2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kuzma Minin grounded after dragging its anchor in Falmouth Bay, England and was successfully refloated on the next high water. Damage included shell plate deformation and breached tanks. The vessel dragged its anchor in strong winds. Although the movement towards the shore was quickly detected by the bridge watchkeeper, the actions taken to proceed to sea were interrupted by the anchor becoming fouled by a discarded length of anchor chain. As focus was turned to clearing the anchor, Kuzma Minin was blown towards the shore at a speed of over 2 knots. Falmouth’s harbourmaster used local resources to refloat the vessel, but concerns over Kuzma Minin’s lack of P&I insurance cover, and its owner’s lack of co-operation in appointing a salvor, caused unexpected pressures.","the financial situation of the Murmansk Shipping Company meant that Kuzma Minin’s master was unable to replenish bunkers and lube oil which influenced his decision to remain at anchor on a lee shore when strong winds were forecast

Kuzma Minin’s lack of P&I insurance led to concerns over responsibility for salvage payment which hindered the appointment of experts and the ability to secure the services of an additional tug that was on passage nearby","Falmouth Bay, England",Grounding of bulk carrier Kuzma Minin,18 December 2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The 14m fishing vessel Sian Elizabeth departed from the Fisher Fleet in Kings Lynn at 1100 on 14 September 2006 in fine weather, having landed the previous catch. The vessel sailed, with three crew on board, to return to the cockle beds west of Hunstanton. A 17 year old, untrained crewman had joined Sian Elizabeth the previous day, this being his first job since leaving school. Shortly after the start of dredging, the untrained crewman started to clear the cockles from the chute into the hold as he had the previous day. As he was scraping the cockles down the chute with his right hand, he placed his left hand on the riddle frame assuming there was enough space to grip between the supporting frame and the rotating drum. The unguarded riddle construction formed a shear trap that caught the crewman’s left thumb and pulled his left arm into the riddle, causing serious injury.","the construction and location of the riddle created a significant shear trap risk to crew routinely working in close proximity to the unguarded machinery
the risk of personal injury from routine working close to the riddle had not been effectively assessed
the owner’s delegation of responsibility for his vessels to individual skippers did not ensure compliance with the Code of Practice for the Safety of Small Fishing Vessels
the owner and skipper were unaware of the regulations governing employment of young persons
the deficiencies identified on board Sian Elizabeth during the MAIB investigation showed that a risk assessment had not been completed, annual self certification of the vessel had not been carried out, and the crew had not completed the required training","3 miles north of Kings Lynn, England",Accident involving unguarded riddle on multipurpose fishing vessel Sian Elizabeth with 1 person injured,14 September 2006,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Geeske was a scallop dredger fishing in the English Channel in moderate weather conditions. During the final hauling operation of the second watch a deckhand was struck by the port fishing gear as it was dropped on to the deck. He was badly injured, and despite valiant efforts by the crew to try to save him, he subsequently died.","The poor view from the wheelhouse is considered to have been the main cause of the accident, but a contributory factor was that the skipper’s verbal instructions for the hauling, operation were not followed If they had been, the deckhand should have been in a safe position under the whaleback.","Off Beachy Head, England",Person struck by port fishing gear on twin beam scallop dredger Geeske while hauling fishing gear with loss of 1 life,9 December 1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On October 13, 2017, at 0705 local time, the uninspected fishing vessel Southern Bell grounded outside of the east jetty for the entrance to the Sabine Pass Channel, an outlet for the Sabine and Neches Rivers into the Gulf of Mexico. The vessel heeled over on its port side and began flooding through open doors to the engine room and accommodation space before sinking. The captain and two crewmembers entered the water and were rescued by a Good Samaritan vessel nearby without suffering any injuries. A light oil sheen and debris were later observe​d. The vessel, valued at an estimated $519,000, was determined to be unsalvageable.",​​The probable cause of the grounding and subsequent sinking of the Southern Bell was the captain’s decision to leave the wheelhouse ​unattended while still making way as the vessel approached the entrance channel to Sabine Pass.,TX,Grounding and Sinking of Fishing Vessel Southern Bell,10/13/2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On January 7, 2021, at 0122 local time, the bulk carrier Ocean Princess, with a crew of 24, struck the uncrewed/out-of-service oil and gas production platform SP-83A while operating in the Gulf of Mexico, 24 miles south of Pilottown, Louisiana.1 No pollution or injuries were reported. Damage to the vessel and platform was estimated at $1.5 million.","We determined that the probable cause of the contact of the dry bulk carrier Ocean Princess with the oil and gas production platform SP-83A was poor bridge resource management, which resulted in the bridge team not identifying the platform and recognizing the risk it posed to their safe navigation even though they saw its lights about 10 minutes before the casualty. Contributing was platform SP-83A not being shown on the vessel’s electronic chart display and information system due to a charting error.​​","Southwest Pass, LA",Contact of Bulk Carrier Ocean Princess with Oil and Gas Production Platform SP-83A,1/7/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"On 25 May 2020, a family were enjoying a day out on the water in the Camel Estuary, Cornwall, on their 5.4m motor cruiser Norma G. The boat was capsized by a large wave close to the Doom Bar. The owner’s 17-year-old daughter became trapped in the cabin when the boat capsized, and she was unable to escape before the cabin filled with water and she sadly drowned.","the owner’s daughter died as a result of drowning after being trapped in the cabin of Norma G when it was capsized

Norma G’s owner’s limited boating experience meant he did not fully appreciate the dangers of being so close to the Doom Bar around low water

the owner’s daughter’s inflated lifejacket prevented her from swimming down and out of the submerged cabin door","Camel Estuary, near Padstow, Cornwall, England",Capsize of motor cruiser Norma G with loss of 1 life,25 May 2020,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"In the late evening of 10 April 2002, the fishing vessel Radiant was fishing about 45 miles north-west of the Isle of Lewis. While trying to free the fishing gear from an underwater obstruction (fastener), the vessel capsized and foundered at about 2225 UTC. During the abandonment, one of the crew was lost, the other five were successfully rescued. Five of the crew were wearing lifejackets, but only one inflated properly. The crewman who was lost was wearing one of those that was defective.","four out of five of the inflatable lifejackets used by the crew failed to inflate because the gas cylinders were not attached to the release units
if the skipper had been familiar with the hydraulic emergency start facility, he would have used this, and this might have enabled the load on the port winch to be released
the port engine air intakes should have been considered as downflooding points, this would have highlighted their vulnerability","Approximately 45 miles north-west of the Isle of Lewis, Outer Hebrides of Scotland","Snagging, capsize and sinking of twin trawler Radiant with loss of 1 life",10 April 2002,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Antonis, a Greek registered bulk carrier, was being manoeuvred stern-first from the port of Liverpool’s Langton Dock to Alexandra Dock with a pilot on board. As she entered the passageway between the docks, her stern started to drift towards the eastern wall under the influence of a north-westerly wind. The pilot was unable to counter the drift, and the vessel’s hull, in way of a topside fuel oil tank, made contact with the sharp edge of a counterweight fitted on the open swing bridge. This caused a 1.5 metre gash in the vessel’s side that resulted in about 330 tonnes of fuel oil spilling into the dock system.","although the pilot used the vessel’s rudder and ordered the third tug to push, he was unable to regain control of the vessel and counter the stern’s drift towards the eastern wall
prior to the accident, the port authority had not identified that the counterweight on the refurbished bridge posed a hazard to vessels using the passageway
poor fendering and lighting, and lack of protection for the exposed bridge end had been highlighted previously in meetings between the port authority and pilotage services company
no formal risk assessment had been conducted since the bridge had been refurbished","Langton-Alexandra swing bridge in the Port of Liverpool, England",Contact made by bulk carrier Antonis with swing bridge,11 December 2010,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"​On March 15, 2021, about 1302 local time, the oil tanker Riverside with a crew of 21 and 2 pilots was transiting outbound from the port of Corpus Christi, near Ingleside, Texas, in a loaded condition when the vessel lost propulsion and struck the no. 4 loading dock at the Moda Ingleside Energy Center.​ No pollution or injuries were reported. Damage to the vessel was estimated at $550,000. The estimated property damage to the facility was $7 million.​​","​The National Transportation Safety Board determines that the probable cause of the contact of the tanker Riverside with the Moda Ingleside Energy Center no. 4 loading dock was the ineffective evaluation and incorrect solution for a main engine start issue by the company and shipboard engineers, overlooking the fouling of the main engine’s no. 6 air start actuator valve within the starting air distributor. Contributing to the casualty was the presence of moisture in and lack of routine drainage of the air start system, which allowed the buildup of hardened grease within the air start actuator valve.","Corpus Christi, TX",Contact of Tanker Riverside with Moda Ingleside Energy Center No. 4 Loading Dock,3/15/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"On 3 July 1999 a charter fishing vessel Random Harvest was returning from an angling trip with eight people on board, including a party of six anglers. In rough sea conditions and four miles south-west of Brighton Marina, England the vessel start to flood. The leak could not be stopped but the emergency bilge managed to contain the flooding. The vessel was able to return to Brighton where the water was pumped out.","failure of the brass 25mm diameter through-hull fitting to the toilet seawater inlet, which had broken close to its flange at the start of the screw thread

the fitting had failed from dezincification which had probably been accelerated by stray electric currents","4 miles south-west of Brighton Marina, England",Flooding of charter fishing vessel Random Harvest,3 July 1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A crewman from the Liberian registered general cargo vessel, SMN Explorer, died when he was crushed by a falling hatch cover. The crewman was part of a working party stowing cargo slings used for the discharge of the ship’s cargo. The accident occurred when the crewman climbed up the inside of the open hatch cover after its locking pins had been removed.","the crewman walked under, and climbed up an unsecured hatch cover
the accident occurred because the routine deck operation was not adequately planned or supervised
the vessel’s safety management system was immature; some routine deck operations had not been risk assessed and safe systems of work had not been developed
the vessel’s lifting appliances had not been properly maintained
a weak safety culture was evident on board SMN Explorer","Alexandra Dock, King's Lynn, England",Crush incident involving a falling hatch cover on general cargo vessel SMN Explorer with loss of 1 life,1 February 2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"​​On December 24, 2020, about 1742 local time, the towing vessel Proassist III was transiting the Caribbean Sea, 3 miles off the coast, near Puerto Yabucoa, Puerto Rico, when its stern compartments began flooding. The three crewmembers aboard attempted to pump out the water but were unsuccessful and subsequently abandoned the vessel. They were rescued by a responding Good Samaritan vessel, and the Proassist III later sank about 0.25 miles from shore. No injuries were reported. An oil sheen was visible after the vessel sank. The vessel was later recovered but was considered a constructive total loss valued at $968,000.","We determined that the probable cause of the sinking of the towing vessel Proassist III was unsecured or open aft deck hatches, which resulted in the flooding of the vessel’s aft compartments from water on deck and progressive flooding to other compartments through openings in watertight bulkheads. Contributing to the flooding of the vessel was the owner’s lack of an effective hull inspection and maintenance program.​","Puerto Yabucoa, Puerto Rico",Flooding and Sinking of Towing Vessel Proassist III,12/24/2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"On August 9, 2018, about 2030 local time, the main boom on the crane barge Atlantic Giant II failed while moving a section of a vessel being dismantled in the Brownsville Ship Channel in Brownsville, Texas. The load and crane boom subsequently fell into the harbor. Two shipyard employees working on the barge were injured, as well as a third on board an assisting tugboat. No pollution was reported. Damage to the barge and crane amounted to an estimated $6.4 million.",​​The probable cause of the boomfailure aboard the crane barge Atlantic Giant II was the decision by South Coast Maritime and SteelCoast to continue with a lift that exceeded the planned weight without conducting additional risk assessments for the continuation of work as the crane neared its maximum capacity.,"Brownsville, TX",Boom Failure aboard Crane Barge Atlantic Giant II,8/9/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"At about 1325 on the afternoon of 25 August 2000, to locate a coolant leak, the watchkeeping engineer on board RMS St Helena lifted a rocker box cover on the starboard main engine. This is common practice on the vessel. As he did so, oil sprayed from beneath the cover and impinged on the cladding of the engine’s exhaust, where it ignited. Later inspection revealed that a flexible oil pipe inside the rocker box had failed. When the rocker box cover was lifted, oil from the faulty pipe sprayed on to the exhaust.","written agreement by the MCA to operate single man watches is in conflict with the Safe Manning Certificate
the advice on people being alone in engine rooms, contained in the Code of Safe Working Practices for Merchant Seamen, appears to be inconsistent with MCA’s agreement for St Helena to operate with single-handed engine room watches",South of the Isles of Scilly,Fire in engine room of passenger vessel RMS St Helena,25 August 2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"​​About 1430 on September 23, 2014 t​he fishing vessel Christopher’s Joy capsized while trawling in the Gulf of Mexico near Southwest Pass, Louisiana. The vessel sank later that day at 2057. The master and one crewmember suffered minor lacerations, and the remaining two crewmembers are presumed dead.​",The probable cause of the loss of the fishing vessel Christopher’s Joy was the master’s disregard for the impact of the deployed fishing gear upon the vessel’s reserve stability while performing turning maneuvers. Contributing to the loss of life were inadequate safety training and practices. ​​,"Southwest Pass, LA",Capsizing and Sinking of the Fishing Vessel Christopher's Joy,9/23/2014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"On 23 June 2016, a deckhand on the scallop dredger King Challenger (BA 87), fell overboard from a scallop tipping door. He was not wearing a lifejacket. The vessel was 12 nautical miles south-west of Scalloway, Shetland Islands. Following the accident, the owners of King Challenger prohibited their crews from climbing onto tipping doors without the use of a harness and lifeline, instructed all its skippers to conduct manoverboard drills on a monthly basis and purchased specialist equipment and implemented fleet-wide procedures for the recovery of an unconscious casualty from the water.","working on open tipping doors of scallop dredgers without wearing a lifejacket and being secured by a lifeline
recognition of the risk of walking on the tipping doors
rescue of an unconscious casualty from the water
very short survival times due to cold water incapacitation at water temperatures below 15ºC","12 nautical miles south-west of Scalloway, Shetland Islands, Scotland",Man overboard from scallop dredger King Challenger with loss of 1 life,23 June 2016,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On 16 October 2000, the UK registered ro-ro passenger ferry European Tideway collided with the Netherlands fishing vessel Vrouw Grietje. Damage was sustained by the ferry which was headed towards Felixstowe at slow speed. The ferry reported no injuries. Vrouw Grietje suffered slight damage to the bow and handrails.","European Tideway’s OOW was using ground-based information on the ARPA which was considered the primary means of collision avoidance
not all European Tideway’s watertight doors were closed immediately after the collision
after the collision the general emergency alarm on European Tideway was not sounded, and no announcement was made
the deckhand of Vrouw Grietje altered course, at the position previously instructed to him by the skipper, without first making a check for other traffic either visually or by radar. He, in effect, turned the vessel “blind”. The alteration involved turning about to starboard
the alteration made by Vrouw Grietje developed into a situation involving an interpreted risk of collision and did not leave European Tideway enough time to assess the situation and to take avoiding action",North Sea,Collision between beam trawler Vrouw Grietje and ro-ro passenger ferry European Tideway,16 October 2000,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"The Earl Granville is a British ro-ro vessel holding a Passenger and Safety Certificate for 862 persons. The vessel was operated and managed by Sealink UK Ltd at the time of this accident, and was carrying 707 passengers and about 170 vehicles from Portsmouth to Cherbourg. The vessel struck a charted rock off the entrance to Cherbourg Harbour at about 0448 hrs on 19 August 1989, which was almost exactly the time of low water, with a spring tide. Earl Granville did not strand, and was able to continue passage into Cherbourg unaided. The vessel was, however, very seriously damaged and spent several months undergoing repair. There were no injuries to personnel as a result of the accident.","The principal cause of the accident was that the vessel made her approach too far to the East. At least part of the reason for this was failure to appreciate in sufficient time the very rapid change in tidal flow as the Port was approached.

The response to the emergency did not reflect the fact that the ship was in real hazard. It is accepted that the Master acted in good faith in not wishing to alarm the passengers, and in the event his judgement that the vessel would safely reach her berth was correct. Nonetheless, the safety of passengers should have been paramount, and he should have at least initiated basic emergency procedures, mustered the passengers and broadcast a PAN message. Although there is no doubt that Masters of cross-channel femes are well aware in principle of the proper emergency procedures, increased participation in practical exercises would lead to them being more readily followed when actual emergencies arise.","Off Cherbourg, France",Grounding of ro-ro passenger ferry Earl Granville,19 August 1989,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When shooting pots from the potter Pauline Mary (WY 845) east of Hartlepool on 2 September 2016, a crewman became entangled in the gear and was dragged overboard. Although he was recovered back on board about 20 minutes later, he could not be resuscitated. The crewman was not carrying a knife or wearing a personal flotation device; there were also passengers on board including a child.","shooting pots can be very hazardous and a safe system of work should be in place, ideally where the crew and ropes are physically separated
an operating fishing vessel is a hazardous environment for passengers and their presence can also be a distraction for the crew
use of the digital selective calling (DSC) alert system will ensure that the coastguard are alerted to the accident location","East of Hartlepool, England",Man overboard from potting fishing vessel Pauline Mary with the loss of 1 life,2 September 2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"On 18 November 2017 a crewman fell overboard from the foredeck of the Clipper Ventures’ yacht CV30. The accident occurred following an accidental gybe in very rough seas while the crew were lowering the headsail. The crewman was initially secured to the yacht by his tether, but before the crew could recover him on board his tether hook distorted and released. After the fall overboard, the skipper, who was on the helm, tried to slow the yacht and manoeuvre to recover the crewman but his ability to do so was limited as a result of damage sustained during the gybe. The crewman was recovered 32 minutes later but sadly with no signs of life.","the dangers of lateral loading of tether hooks and the importance of tether securing points arrangement to ensure tether hooks cannot become entangled.
the importance of adequately risk assessing foredeck operations to ensure sufficient control measures are put in place to keep crew safe.
Ensuring tethered man overboard recovery procedures are effective and regularly drilled.
minimising yacht defects to avoid undue workload for the crew, contributing to their fatigue, lowering morale and increasing the chance of mistakes","1500nm west of Fremantle, Australia",Man overboard from commercially operated yacht CV30 with loss of 1 life,18 November 2017,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"On 10 February 2015 a crewman was fatally lost overboard from the twin rig stern trawler Beryl, 21 nautical miles west-north-west of mainland Shetland. The crewman had moved into a hazardous area in an attempt to free a snagged net, the net suddenly released carrying the crewman overboard with it. The trawler’s crew struggled for approximately 50 minutes to recover the crewman but were unsuccessful.","the movement of the crewman into the hazardous area to free a snagged net by-passed the physical and procedural barriers in place
the leading deckhand’s actions and the absence of any challenge to his behaviour indicates that the safety culture among the deckhands was not fully developed
a 13 minute delay in requesting assistance from a nearby rig support vessel reduced the likelihood of the leading deckhand surviving
the crew were unable to recover the crewman from the water
the crew had not completed any practical manoverboard drills and were unfamiliar with the man overboard recovery equipment carried on board
the skipper and the engineer put themselves at considerable risk by going down the vessel’s side ladder without a lifejacket or a lifeline","21 nautical miles west-north-west of the Shetland Islands, Scotland",Person overboard from twin rig trawler Beryl with loss of 1 life,10 February 2015,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"On 15 November 2002, during an evening river cruise, the river cruiser Nottingham Princess collided with repair scaffolding around the centre arch of Trent Bridge, Nottingham. The river was high and flowing at about 5 to 7 knots. One serious injury and 34 minor injuries were reported among the 130 passengers and 9 crew on board. The vessel suffered mainly superficial damage.","loss of control of Nottingham Princess while transiting under the Trent Bridge because of the high level of the river, which caused a fast, confused flow through the centre arch, and scaffolding, which reduced the safe navigable width of the arch","Trent Bridge, Nottingham, England",Contact made by river cruiser Nottingham Princess with repair scaffolding on bridge,15 November 2003,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"While operating in Spain, two crewmen were lost in separate accidents on the workboat GPS Battler. On 13 August 2014, the vessel’s master drowned soon after the open tender returning him from the marina in Almeira to the anchored workboat was overwhelmed in choppy seas. The tender flooded rapidly and started to submerge. The master initially swam clear but soon lost consciousness and could not be revived. On 5 January 2015, a crewman joining GPS Battler as mate fell into the water from quayside in Marin while waiting for the access arrangements to the vessel to be made safe. The mate was soon motionless and was recovered from the water by the Spanish Coastguard. Alcohol consumption was a contributing factor in both cases.","the open tender was not suitable for use in choppy seas
alcohol consumption probably relaxed the master’s approach to risk
the master’s chances of survival were reduced by not wearing a lifejacket
the mate was intoxicated and probably fell or lost his balance
the mate probably suffered from cold water shock when he entered the water
the workboat’s crew were unable to recover the mate from the water and delayed calling for external assistance","Off Almeria, Spain and Marin, Spain",Two separate fatalities connected with the operation of UK registered workboat GPS Battler,13 August 2014,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"On May 17, 2020, about 0530 local time, a shipyard worker reported that the towing vessel Alton St. Amant was partially submerged while moored at a shipyard in the Harvey Canal in New Orleans, Louisiana.​ There were no crewmembers or shipyard workers aboard the vessel. Approximately five gallons of diesel fuel were released into the water. Damage to the vessel was estimated at $1.5 million. No injuries were reported.","The probable cause of the flooding of the towing vessel Alton St. Amant was the absence of shipyard pre-inspection and monitoring procedures for water transfer, which resulted in potable water tanks overflowing through their open access hatches during an unmonitored transfer.​","New Orleans, LA",Flooding of Towing Vessel Alton St. Amant,5/17/2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"At 1100 UTC on 28 May 2003, the container vessel P&O Nedlloyd Vespucci and the yacht Wahkuna collided in the English Channel in poor visibility.","misunderstanding by Wahkuna’s skipper of which of the Collision Regulations are applicable in fog.
over-confidence in the accuracy of ARPA by the master of the container ship
acceptance by the master of the container ship of a small passing distance
the inability of the yacht skipper to use radar effectively
the failure of both vessels to keep an effective radar lookout
the high speed of the container vessel
poor bridge resource management",English Channel off south coast of England,Collision between container vessel P&O Nedlloyd Vespucci and sailing yacht Wahkuna resulting in yacht sinking,28 May 2003,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
"The Swedish products tanker Bro Axel, and the Belgian registered fishing vessel Noordhinder, were involved in a near miss incident in the confines of Milford Haven on 5 December 2002. Subsequently, the avoiding action taken by the tanker resulted in her running aground.","This incident has raised various safety issues relating to the operation of MHPA port control, the use of escort vessels, emergency response training for the holders of Pilot Exemption Certificates (PECs), safety management of fishing vessels and, with regard to fishing vessels and merchant vessels, a discrepancy in the Pilotage Act.","Port of Milford Haven, Wales",Close-quarters situation between products tanker Bro Axel and beam trawler Noordhinder resulting in Bro Axel grounding,5 December 2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"​​​​On May 8, 2020, about 1655 local time, the anchored general cargo vessel Nomadic Milde collided with the anchored bulk carrier Atlantic Venus on the Lower Mississippi River near New Orleans, Louisiana, after the Nomadic Milde began to swing and drag its anchors in the current. After colliding with the Atlantic Venus, which had been anchored directly behind the cargo ship, the Nomadic Milde then struck a nearby chemical dock and grounded on the bank. No injuries were reported. The Nomadic Milde​​ released an estimated 13 gallons of lube oil into the river. Damage to both vessels and the dock was estimated at $16.9 million.",​​The probable cause of the collision between the Nomadic Milde and Atlantic Venus was the bridge team on the Nomadic Milde not effectively monitoring the vessel'​​s position and therefore not detecting that the vessel was dragging anchor and had moved from its original position during high-water conditions in proximity to other vessels.​,"South Kenner, LA",Collision of Cargo Vessel Nomadic Milde and Bulk Carrier Atlantic Venus,5/8/2020,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"At approximately 0622 on 3 October 2007, Blithe Spirit and Lady Hamilton of Helford collided. The crew of Lady Hamilton of Helford were thrown to the deck and covered in debris. Lady Hamilton of Helford was holed above and below the waterline and started to rapidly take on water. Her skipper used a mobile phone to inform the coastguard while his crew launched a liferaft. The liferaft did not fully inflate and was unusable. Fortunately, a local pilot boat quickly arrived on the scene and recovered the skipper and his crew. The damaged vessel was taken in tow but sank at 0646. When the two vessels collided, the skipper of Blithe Spirit hit his head on a chart plotter on impact before landing on the deck of his boat. It would appear that he then lost consciousness for a short period. After coming to, Blithe Spirit’s skipper took the boat back to Falmouth, arriving there at about 0715.","Neither skipper saw the other vessel immediately before or after the collision and both concluded they had struck semi-submerged objects. The investigation identified a number of factors which led to the collision. In particular, neither skipper maintained an effective lookout.","Falmouth Bay, Cornwall, England",Collision between gill netter Lady Hamilton of Helford and dory Blithe Spirit resulting in netter sinking,3 October 2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The 6454gt UK registered container ship Cepheus J, and the 4955gt Maltese registered general cargo ship Ileksa, were transiting the Kattegat off the Danish coast on 22 November 2004 when they collided. The accident was investigated by the UK’s Marine Accident Investigation Branch and the Malta Maritime Authority, as a joint investigation under the International Maritime Organization’s Code for the investigation of marine casualties and incidents.",Factors identified during the joint investigation were: the officer of the watch on board Cepheus J being distracted by radio news and paperwork; the absence of a lookout on board Cepheus J; the poor use of Automatic Radar Plotting Aid and Automatic Information System; poor application of the COLREGS and both ships following the same ground track.,The Kattegat off Denmark,Collision between container vessel Cepheus J and general cargo vessel Ileksa,22 November 2004,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"During the morning of 1 July 2000, the starboard rescue boat of the ro-ro passenger vessel Pride of Bilbao was being recovered from the water with three crewmen on board. The vessel was alongside her berth in Cherbourg, France. As its davits were reaching the fully stowed position, the boat dropped and fell into the water. Two of the crewmen were injured, one seriously.","the boat was tom from its transom and aft suspension hook by a loading regime it was not designed to withstand
as the davit was raised the lower blocks did not take to their horns due to misalignment
the painter was not attached to its hook during the boat’s recovery
the forward suspension ring was inadvertently fitted to the painter hook during the boat’s recovery","Cherbourg Harbour, France",Incorrect painter release hook connection causing rescue boat to fall from ro-ro passenger ferry Pride of Bilbao with 2 people injured,1 July 2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
